,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,audience,audience:confidence,bias,bias:confidence,message,message:confidence,orig__golden,audience_gold,bias_gold,bioid,embed,id,label,message_gold,source,text,Name,Last Name,Party
3821,766196307,False,finalized,1,8/5/15 5:27,national,1.0,partisan,1.0,policy,1.0,,,,L000564,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/45059452286/posts/10152357002417287"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/45059452286/posts/10152357002417287"">Post</a> by <a href=""https://www.facebook.com/45059452286"">Congressman Doug Lamborn</a>.</div></div></br>",45059452286_10152357002417287,From: Doug Lamborn (Representative from Colorado),,facebook,"Another reason that #Obamacare is so horrible. Well over 100,000 additional abortions per year will be subsidized by taxpayers thanks to #Obamacare. #ACAFundsAbortion #SCOTUS  http://www.sba-list.org/taxpayer-funding-aca#_ftn1",Doug Lamborn,Lamborn,R
3822,766196308,False,finalized,1,8/5/15 6:06,national,1.0,neutral,1.0,support,1.0,,,,L000564,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/45059452286/posts/10152354309782287"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/45059452286/posts/10152354309782287"">Post</a> by <a href=""https://www.facebook.com/45059452286"">Congressman Doug Lamborn</a>.</div></div></br>",45059452286_10152354309782287,From: Doug Lamborn (Representative from Colorado),,facebook,Please click here to listen to my interview with Frank Gaffney's Secure Freedom Radio regarding the passage of the Cruz/Lamborn Anti-Terrorism Bill and my leadership on religious freedom in the military.   http://s50.podbean.com/pb/4392d6d346e190920b39a9038c944d28/53554f44/data2/blogs18/266312/uploads/04172014_Seg1_Lamborn.mp3,Doug Lamborn,Lamborn,R
3823,766196309,False,finalized,1,8/5/15 6:04,national,1.0,neutral,1.0,support,1.0,,,,L000564,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/45059452286/posts/10200875182261679"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/45059452286/posts/10200875182261679"">Post</a> by <a href=""https://www.facebook.com/45059452286"">Congressman Doug Lamborn</a>.</div></div></br>",45059452286_10200875182261679,From: Doug Lamborn (Representative from Colorado),,facebook,"FROM TODAY'S COLORADO SPRINGS GAZETTE:  ""Lamborn said he's working to ease the shutdown's symptoms by pushing for a measure that would return all federal workers to the job and guarantee paychecks.  ""Lamborn said getting workers back on the job makes sense for taxpayers, because Congress is all but certain to authorize back pay to cover the furloughs.  ""Because we're paying these people back pay anyway, we might as well have them working,"" he said.",Doug Lamborn,Lamborn,R
3824,766196310,False,finalized,1,8/5/15 4:48,constituency,1.0,neutral,1.0,information,1.0,,,,L000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/291731316748/posts/10151794869341749"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/291731316748/posts/10151794869341749"">Post</a> by <a href=""https://www.facebook.com/291731316748"">Congressman Dave Loebsack</a>.</div></div></br>",291731316748_10151794869341749,From: Dave Loebsack (Representative from Iowa),,facebook,Dave stopped by the Centerville Municipal Airport this afternoon and was taken on a birds eye tour of the area. The Centerville airport recently received a grant from the Department of Transportation to enhance its safety.,Dave Loebsack,Loebsack,D
3825,766196311,False,finalized,1,8/5/15 6:01,national,1.0,partisan,1.0,policy,1.0,,,,L000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/291731316748/posts/586887987987992"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/291731316748/posts/586887987987992"">Post</a> by <a href=""https://www.facebook.com/291731316748"">Congressman Dave Loebsack</a>.</div></div></br>",291731316748_586887987987992,From: Dave Loebsack (Representative from Iowa),,facebook,Dave is continuing to push his legislation that would cut the pay of Members of Congress by 10 percent. He wants to show that Congress has some skin in the game and is serious about getting our fiscal house in order.     http://www.radioiowa.com/2013/03/13/loebsack-introduces-another-bill-to-cut-the-salaries-of-congress/,Dave Loebsack,Loebsack,D
3826,766196312,False,finalized,1,8/5/15 5:15,constituency,1.0,neutral,1.0,information,1.0,,,,L000566,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/255037508007011/posts/338828469627914"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/255037508007011/posts/338828469627914"">Post</a> by <a href=""https://www.facebook.com/255037508007011"">Bob Latta</a>.</div></div></br>",255037508007011_338828469627914,From: Robert Latta (Representative from Ohio),,facebook,"Students and parents, don't forget that I'll be hosting another Military Service Academy event on Thursday at Findlay High School. This is a great opportunity to ask any questions you may have about the Congressional nomination process before the September 30th application deadline: ",Robert Latta,Latta,R
3827,766196313,False,finalized,1,8/5/15 5:16,national,1.0,neutral,1.0,policy,1.0,,,,L000566,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/255037508007011/posts/337184466458981"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/255037508007011/posts/337184466458981"">Post</a> by <a href=""https://www.facebook.com/255037508007011"">Bob Latta</a>.</div></div></br>",255037508007011_337184466458981,From: Robert Latta (Representative from Ohio),,facebook,"The government must be honest, transparent and held accountable to the American people. Yesterday, the House passed a bill to #AudittheFed. Do you think the Senate will act?",Robert Latta,Latta,R
3828,766196314,False,finalized,1,8/5/15 5:49,national,1.0,neutral,1.0,support,1.0,,,,L000566,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/255037508007011/posts/328542163989878"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/255037508007011/posts/328542163989878"">Post</a> by <a href=""https://www.facebook.com/255037508007011"">Bob Latta</a>.</div></div></br>",255037508007011_328542163989878,From: Robert Latta (Representative from Ohio),,facebook,"#Ohio Agriculture Director Daniels and I checking out the corn at Jim and Dorothy Leslie's farm in #UpperSandusky with their son, Jack. #OH5",Robert Latta,Latta,R
3829,766196315,False,finalized,1,8/5/15 5:05,national,1.0,neutral,1.0,support,1.0,,,,L000566,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/255037508007011/posts/307415942769167"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/255037508007011/posts/307415942769167"">Post</a> by <a href=""https://www.facebook.com/255037508007011"">Bob Latta</a>.</div></div></br>",255037508007011_307415942769167,From: Robert Latta (Representative from Ohio),,facebook,"Welcome back, LeBron James!",Robert Latta,Latta,R
3830,766196316,False,finalized,1,8/5/15 5:20,national,1.0,neutral,1.0,personal,1.0,,,,L000566,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/255037508007011/posts/297247570452671"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/255037508007011/posts/297247570452671"">Post</a> by <a href=""https://www.facebook.com/255037508007011"">Bob Latta</a>.</div></div></br>",255037508007011_297247570452671,From: Robert Latta (Representative from Ohio),,facebook,Don't forget to mark your calendars: I'll be holding one-on-one meetings in Findlay on Monday from 8:30 a.m. to 11 a.m. Hope you can make it!,Robert Latta,Latta,R
3831,766196317,False,finalized,1,8/5/15 5:43,national,1.0,partisan,1.0,policy,1.0,,,,L000566,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/255037508007011/posts/286742144836547"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/255037508007011/posts/286742144836547"">Post</a> by <a href=""https://www.facebook.com/255037508007011"">Bob Latta</a>.</div></div></br>",255037508007011_286742144836547,From: Robert Latta (Representative from Ohio),,facebook,Check out this op-ed co-authored by FCC Commissioner Pai and I in today's Washington Times about the need to repeal the integration ban - an outdated technological mandate that costs consumers millions of dollars each year. ,Robert Latta,Latta,R
3832,766196318,False,finalized,1,8/5/15 5:51,national,1.0,partisan,1.0,policy,1.0,,,,L000566,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/255037508007011/posts/284038731773555"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/255037508007011/posts/284038731773555"">Post</a> by <a href=""https://www.facebook.com/255037508007011"">Bob Latta</a>.</div></div></br>",255037508007011_284038731773555,From: Robert Latta (Representative from Ohio),,facebook,"Recent information indicates the Administration has not been forthright in providing details about the attacks that occurred in Benghazi and its subsequent actions. While House Committees have engaged in serious and deliberate investigations into these attacks over the past year, the White House has obstructed the truth, concealing pertinent information and misleading Congress and the American people. Establishing a select committee to investigate these attacks will enable us to hold the Administration accountable and finally get the answers we deserve, so we can prevent similar attacks from occurring in the future.",Robert Latta,Latta,R
3833,766196319,False,finalized,1,8/5/15 5:30,national,1.0,neutral,1.0,support,1.0,,,,L000567,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/100830109970339/posts/733667140019963"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/100830109970339/posts/733667140019963"">Post</a> by <a href=""https://www.facebook.com/100830109970339"">Congressman Leonard Lance</a>.</div></div></br>",100830109970339_733667140019963,From: Leonard Lance (Representative from New Jersey),,facebook,US Congressman Brings Government Lesson into Mount Prospect Classrooms http://t.co/s27HrgaKvD,Leonard Lance,Lance,R
3834,766196320,False,finalized,1,8/5/15 5:17,constituency,1.0,neutral,1.0,media,1.0,,,,L000567,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/100830109970339/posts/682620001791344"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/100830109970339/posts/682620001791344"">Post</a> by <a href=""https://www.facebook.com/100830109970339"">Congressman Leonard Lance</a>.</div></div></br>",100830109970339_682620001791344,From: Leonard Lance (Representative from New Jersey),,facebook,I will be hosting my 30th in-person town hall meeting this week in Mountainside. http://t.co/g2Sl3kqmPw,Leonard Lance,Lance,R
3835,766196321,False,finalized,1,8/5/15 5:04,national,1.0,neutral,1.0,personal,1.0,,,,L000567,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/100830109970339/posts/670087713044573"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/100830109970339/posts/670087713044573"">Post</a> by <a href=""https://www.facebook.com/100830109970339"">Congressman Leonard Lance</a>.</div></div></br>",100830109970339_670087713044573,From: Leonard Lance (Representative from New Jersey),,facebook,I was proud to have joined local advocates to help raise awareness of preeclampsia http://t.co/CYQ6e74oEx,Leonard Lance,Lance,R
3836,766196322,False,finalized,1,8/5/15 13:51,national,1.0,neutral,1.0,policy,1.0,,,,L000567,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/100830109970339/posts/484995138278473"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/100830109970339/posts/484995138278473"">Post</a> by <a href=""https://www.facebook.com/100830109970339"">Congressman Leonard Lance</a>.</div></div></br>",100830109970339_484995138278473,From: Leonard Lance (Representative from New Jersey),,facebook,Congressman Says Hillsborough Enjoys 'Good Government'  Says his two wishes for 2014 are for an improved economy and safety for U.S. military personnel.,Leonard Lance,Lance,R
3837,766196323,False,finalized,1,8/5/15 6:16,constituency,1.0,neutral,1.0,information,1.0,,,,L000567,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/100830109970339/posts/579430008777011"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/100830109970339/posts/579430008777011"">Post</a> by <a href=""https://www.facebook.com/100830109970339"">Congressman Leonard Lance</a>.</div></div></br>",100830109970339_579430008777011,From: Leonard Lance (Representative from New Jersey),,facebook,Congressman Lance honors our Veterans in Sergeantsville.,Leonard Lance,Lance,R
3838,766196324,False,finalized,1,8/5/15 5:42,national,1.0,neutral,1.0,personal,1.0,,,,L000567,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/100830109970339/posts/554757161244296"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/100830109970339/posts/554757161244296"">Post</a> by <a href=""https://www.facebook.com/100830109970339"">Congressman Leonard Lance</a>.</div></div></br>",100830109970339_554757161244296,From: Leonard Lance (Representative from New Jersey),,facebook,Lance Accepts Accept Award from American Society of Plastic Surgeons http://t.co/3ogQ8xZkEI,Leonard Lance,Lance,R
3839,766196325,False,finalized,1,8/5/15 6:06,national,1.0,neutral,1.0,policy,1.0,,,,L000567,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/100830109970339/posts/543944208992258"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/100830109970339/posts/543944208992258"">Post</a> by <a href=""https://www.facebook.com/100830109970339"">Congressman Leonard Lance</a>.</div></div></br>",100830109970339_543944208992258,From: Leonard Lance (Representative from New Jersey),,facebook,"Immigration reform: Citizenship possible for kids brought to U.S., Lance says http://t.co/3r9hngcgzG",Leonard Lance,Lance,R
3840,766196326,False,finalized,1,8/5/15 5:26,national,1.0,neutral,1.0,personal,1.0,,,,L000567,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/100830109970339/posts/532436883476324"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/100830109970339/posts/532436883476324"">Post</a> by <a href=""https://www.facebook.com/100830109970339"">Congressman Leonard Lance</a>.</div></div></br>",100830109970339_532436883476324,From: Leonard Lance (Representative from New Jersey),,facebook,Berkeley Heights Assistance to Firefighters Grant Will Enable Unprecedented Communication http://t.co/uf2ZrNFQ0A,Leonard Lance,Lance,R
3841,766196327,False,finalized,1,8/5/15 5:25,national,1.0,neutral,1.0,personal,1.0,,,,L000567,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/100830109970339/posts/523656657687680"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/100830109970339/posts/523656657687680"">Post</a> by <a href=""https://www.facebook.com/100830109970339"">Congressman Leonard Lance</a>.</div></div></br>",100830109970339_523656657687680,From: Leonard Lance (Representative from New Jersey),,facebook,Heidi and I send our thoughts and prayers to the families of the 19 brave firefighters who lost their lives battling wildfires in Arizona.,Leonard Lance,Lance,R
3846,766196332,False,finalized,1,8/5/15 5:30,national,1.0,neutral,1.0,policy,1.0,,,,L000571,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/152754318103332/posts/649630915082334"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/152754318103332/posts/649630915082334"">Post</a> by <a href=""https://www.facebook.com/152754318103332"">Cynthia Lummis</a>.</div></div></br>",152754318103332_649630915082334,From: Cynthia Lummis (Representative from Wyoming),,facebook,"This policy of picking winners and losers, of saying weÛªre going to have wind and solar energy but not fossil fuel energy or nuclear energy, even though those are the only ones sufficient to create base load, is reckless and itÛªs dangerous for our country if we want to advance economically and create jobs and return to a sound economy.  http://youtu.be/Zoskab1DyhI",Cynthia Lummis,Lummis,R
3847,766196333,False,finalized,1,8/5/15 5:25,national,1.0,neutral,1.0,personal,1.0,,,,L000571,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/152754318103332/posts/580834651961961"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/152754318103332/posts/580834651961961"">Post</a> by <a href=""https://www.facebook.com/152754318103332"">Cynthia Lummis</a>.</div></div></br>",152754318103332_580834651961961,From: Cynthia Lummis (Representative from Wyoming),,facebook,Took a trip down memory lane with current Wyoming 4H members. Enjoy your trip!,Cynthia Lummis,Lummis,R
3848,766196334,False,finalized,1,8/5/15 6:08,national,1.0,partisan,1.0,policy,1.0,,,,L000571,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/152754318103332/posts/579778538734239"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/152754318103332/posts/579778538734239"">Post</a> by <a href=""https://www.facebook.com/152754318103332"">Cynthia Lummis</a>.</div></div></br>",152754318103332_579778538734239,From: Cynthia Lummis (Representative from Wyoming),,facebook,"Fossil fuel production on federal lands at a 10 year low. So much for an ""all-of-the-above"" energy policy: http://www.instituteforenergyresearch.org/2013/06/10/fossil-fuel-production-on-federal-lands-at-a-ten-year-low/",Cynthia Lummis,Lummis,R
3849,766196335,False,finalized,1,8/5/15 6:06,national,1.0,neutral,1.0,policy,1.0,,,,L000571,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/152754318103332/posts/577360012309425"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/152754318103332/posts/577360012309425"">Post</a> by <a href=""https://www.facebook.com/152754318103332"">Cynthia Lummis</a>.</div></div></br>",152754318103332_577360012309425,From: Cynthia Lummis (Representative from Wyoming),,facebook,http://youtu.be/Dn93xkYBnMk,Cynthia Lummis,Lummis,R
3850,766196336,False,finalized,1,8/5/15 5:21,national,1.0,partisan,1.0,policy,1.0,,,,L000573,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/180970951936493/posts/800169696683279"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/180970951936493/posts/800169696683279"">Post</a> by <a href=""https://www.facebook.com/180970951936493"">Rep. RaÌ¼l R. Labrador</a>.</div></div></br>",180970951936493_800169696683279,From: Raul Labrador (Representative from Idaho),,facebook,"Today's Supreme Court ruling breathes new life into one of our most important freedoms and eliminates one of the most destructive aspects of Obamacare.  To read my full press statement, please click here: ",Raul Labrador,Labrador,R
3851,766196337,False,finalized,1,8/5/15 5:44,constituency,1.0,neutral,1.0,policy,1.0,,,,L000573,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/180970951936493/posts/797235473643368"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/180970951936493/posts/797235473643368"">Post</a> by <a href=""https://www.facebook.com/180970951936493"">Rep. RaÌ¼l R. Labrador</a>.</div></div></br>",180970951936493_797235473643368,From: Raul Labrador (Representative from Idaho),,facebook,"This week, I and the rest of the Idaho delegation signed a letter to Agriculture Secretary Vilsack opposing the U.S. Forest ServiceÛªs proposed rule limiting access to public lands and interfering with state and private water rights.  To learn more, please read our joint press release here: ",Raul Labrador,Labrador,R
3852,766196338,False,finalized,1,8/5/15 5:53,national,1.0,neutral,1.0,personal,1.0,,,,L000573,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/180970951936493/posts/792550594111856"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/180970951936493/posts/792550594111856"">Post</a> by <a href=""https://www.facebook.com/180970951936493"">Rep. RaÌ¼l R. Labrador</a>.</div></div></br>",180970951936493_792550594111856,From: Raul Labrador (Representative from Idaho),,facebook,I will be on the Laura Ingraham Show at 10:30 am ET to talk about my run for Majority Leader. Hope you can tune in! ,Raul Labrador,Labrador,R
